species,mpg,pop,spawningyear,abundance,modeled
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2014,NA,480
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2020,NA,159
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2010,NA,112
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2011,NA,145
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2012,NA,104
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2013,NA,74
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2014,NA,126
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2015,NA,88
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2016,NA,86
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2017,NA,28
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2020,NA,42
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,2010,NA,991
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,2020,NA,371
Chinook salmon,Grande Ronde / Imnaha,Lookingglass Creek,2020,NA,66
Chinook salmon,Grande Ronde / Imnaha,Wallowa/Lostine Rivers,2024,NA,305
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2010,NA,548
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2011,NA,710
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2012,NA,512
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2013,NA,364
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2014,NA,618
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2015,NA,430
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2016,NA,420
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2017,NA,136
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2018,NA,130
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2020,NA,206
Chinook salmon,Lower Snake,Asotin Creek,2017,NA,1
Chinook salmon,Lower Snake,Asotin Creek,2018,NA,1
Chinook salmon,Lower Snake,Asotin Creek,2019,NA,0
Chinook salmon,Lower Snake,Asotin Creek,2020,NA,1
Chinook salmon,Lower Snake,Asotin Creek,2021,NA,0
Chinook salmon,Lower Snake,Asotin Creek,2022,NA,1
Chinook salmon,Lower Snake,Asotin Creek,2023,NA,0
Chinook salmon,Lower Snake,Asotin Creek,2024,NA,1
Chinook salmon,Lower Snake,Asotin Creek,2020,NA,5
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2010,NA,309
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2011,NA,318
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2012,NA,302
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2013,NA,233
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2014,NA,378
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2020,NA,105
Chinook salmon,Middle Fork Salmon River,Big Creek,2010,NA,1078
Chinook salmon,Middle Fork Salmon River,Big Creek,2011,NA,1112
Chinook salmon,Middle Fork Salmon River,Big Creek,2020,NA,367
Chinook salmon,South Fork Salmon River,East Fork South Fork Salmon River,2020,NA,401
Chinook salmon,South Fork Salmon River,Secesh River,2020,NA,454
Chinook salmon,South Fork Salmon River,South Fork Salmon River,2020,NA,582
Chinook salmon,Upper Salmon River,Lemhi River,2020,NA,191
Chinook salmon,Upper Salmon River,North Fork Salmon River,2010,NA,221
Chinook salmon,Upper Salmon River,North Fork Salmon River,2011,NA,266
Chinook salmon,Upper Salmon River,North Fork Salmon River,2012,NA,258
Chinook salmon,Upper Salmon River,North Fork Salmon River,2013,NA,198
Chinook salmon,Upper Salmon River,North Fork Salmon River,2014,NA,340
Chinook salmon,Upper Salmon River,North Fork Salmon River,2015,NA,213
Chinook salmon,Upper Salmon River,North Fork Salmon River,2020,NA,88
Chinook salmon,Upper Salmon River,North Fork Salmon River,2021,NA,57
Chinook salmon,Upper Salmon River,Panther Creek,2010,NA,533
Chinook salmon,Upper Salmon River,Panther Creek,2011,NA,641
Chinook salmon,Upper Salmon River,Panther Creek,2012,NA,623
Chinook salmon,Upper Salmon River,Panther Creek,2013,NA,478
Chinook salmon,Upper Salmon River,Panther Creek,2014,NA,820
Chinook salmon,Upper Salmon River,Panther Creek,2015,NA,515
Chinook salmon,Upper Salmon River,Panther Creek,2016,NA,383
Chinook salmon,Upper Salmon River,Panther Creek,2017,NA,125
Chinook salmon,Upper Salmon River,Panther Creek,2020,NA,213
Chinook salmon,Upper Salmon River,Valley Creek,2020,NA,158
Chinook salmon,Upper Salmon River,Yankee Fork,2010,NA,158
Chinook salmon,Upper Salmon River,Yankee Fork,2011,NA,190
Chinook salmon,Upper Salmon River,Yankee Fork,2020,NA,63
Chinook salmon,Wet Clearwater,Lochsa River,2010,NA,1713
Chinook salmon,Wet Clearwater,Lochsa River,2011,NA,1664
Chinook salmon,Wet Clearwater,Lochsa River,2012,NA,1372
Chinook salmon,Wet Clearwater,Lochsa River,2013,NA,955
Chinook salmon,Wet Clearwater,Lochsa River,2014,NA,1286
Chinook salmon,Wet Clearwater,Lochsa River,2015,NA,988
Chinook salmon,Wet Clearwater,Lochsa River,2016,NA,907
Chinook salmon,Wet Clearwater,Lochsa River,2020,NA,335
Chinook salmon,Wet Clearwater,Lolo Creek,2010,NA,343
Chinook salmon,Wet Clearwater,Lolo Creek,2011,NA,333
Chinook salmon,Wet Clearwater,Lolo Creek,2020,NA,67
