species,mpg,pop,spawningyear,abundance,modeled
Chinook salmon,Upper Salmon River,North Fork Salmon River,2023,78,59
Chinook salmon,Upper Salmon River,North Fork Salmon River,2024,58,72
Chinook salmon,Upper Salmon River,Pahsimeroi River,2010,308,229
Chinook salmon,Upper Salmon River,Pahsimeroi River,2011,423,276
Chinook salmon,Upper Salmon River,Pahsimeroi River,2012,234,268
Chinook salmon,Upper Salmon River,Pahsimeroi River,2013,354,205
Chinook salmon,Upper Salmon River,Pahsimeroi River,2014,559,353
Chinook salmon,Upper Salmon River,Pahsimeroi River,2015,368,221
Chinook salmon,Upper Salmon River,Pahsimeroi River,2016,347,165
Chinook salmon,Upper Salmon River,Pahsimeroi River,2017,80,54
Chinook salmon,Upper Salmon River,Pahsimeroi River,2018,71,73
Chinook salmon,Upper Salmon River,Pahsimeroi River,2019,55,48
Chinook salmon,Upper Salmon River,Pahsimeroi River,2020,122,92
Chinook salmon,Upper Salmon River,Pahsimeroi River,2021,105,59
Chinook salmon,Upper Salmon River,Pahsimeroi River,2022,317,137
Chinook salmon,Upper Salmon River,Pahsimeroi River,2023,133,61
Chinook salmon,Upper Salmon River,Pahsimeroi River,2024,114,75
Chinook salmon,Upper Salmon River,Panther Creek,2018,133,170
Chinook salmon,Upper Salmon River,Panther Creek,2019,104,112
Chinook salmon,Upper Salmon River,Panther Creek,2021,82,137
Chinook salmon,Upper Salmon River,Panther Creek,2022,371,319
Chinook salmon,Upper Salmon River,Panther Creek,2023,199,142
Chinook salmon,Upper Salmon River,Panther Creek,2024,235,174
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2010,121,183
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2011,229,221
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2012,183,215
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2013,40,165
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2014,239,283
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2015,57,177
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2016,148,132
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2017,34,43
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2018,21,59
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2019,11,38
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2020,44,73
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2021,59,47
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2022,32,110
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2023,17,49
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,2024,17,60
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2010,847,606
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2011,681,730
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2012,650,710
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2013,416,544
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2014,631,934
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2015,284,586
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2016,326,436
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2017,128,143
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2018,100,193
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2019,118,127
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2020,365,243
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2021,350,156
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2022,302,363
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2023,177,161
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2024,130,199
Chinook salmon,Upper Salmon River,Valley Creek,2010,182,136
Chinook salmon,Upper Salmon River,Valley Creek,2011,112,164
Chinook salmon,Upper Salmon River,Valley Creek,2012,301,160
Chinook salmon,Upper Salmon River,Valley Creek,2013,131,122
Chinook salmon,Upper Salmon River,Valley Creek,2014,325,210
Chinook salmon,Upper Salmon River,Valley Creek,2015,199,132
Chinook salmon,Upper Salmon River,Valley Creek,2016,153,98
Chinook salmon,Upper Salmon River,Valley Creek,2017,77,32
Chinook salmon,Upper Salmon River,Valley Creek,2018,72,43
Chinook salmon,Upper Salmon River,Valley Creek,2019,8,29
Chinook salmon,Upper Salmon River,Valley Creek,2020,201,55
Chinook salmon,Upper Salmon River,Valley Creek,2021,115,35
Chinook salmon,Upper Salmon River,Valley Creek,2022,166,82
Chinook salmon,Upper Salmon River,Valley Creek,2023,43,36
Chinook salmon,Upper Salmon River,Valley Creek,2024,34,45
Chinook salmon,Upper Salmon River,Valley Creek,2010,312,394
Chinook salmon,Upper Salmon River,Valley Creek,2011,474,474
Chinook salmon,Upper Salmon River,Valley Creek,2012,489,461
Chinook salmon,Upper Salmon River,Valley Creek,2013,323,353
Chinook salmon,Upper Salmon River,Valley Creek,2014,675,606
Chinook salmon,Upper Salmon River,Valley Creek,2015,432,381
Chinook salmon,Upper Salmon River,Valley Creek,2016,237,283
Chinook salmon,Upper Salmon River,Valley Creek,2017,79,93
Chinook salmon,Upper Salmon River,Valley Creek,2018,150,126
Chinook salmon,Upper Salmon River,Valley Creek,2019,104,83
Chinook salmon,Upper Salmon River,Valley Creek,2021,86,101
Chinook salmon,Upper Salmon River,Valley Creek,2022,247,236
Chinook salmon,Upper Salmon River,Valley Creek,2023,90,105
Chinook salmon,Upper Salmon River,Valley Creek,2024,150,129
Chinook salmon,Upper Salmon River,Yankee Fork,2010,64,50
Chinook salmon,Upper Salmon River,Yankee Fork,2011,116,61
Chinook salmon,Upper Salmon River,Yankee Fork,2012,236,59
Chinook salmon,Upper Salmon River,Yankee Fork,2013,358,45
Chinook salmon,Upper Salmon River,Yankee Fork,2014,216,78
Chinook salmon,Upper Salmon River,Yankee Fork,2015,34,49
Chinook salmon,Upper Salmon River,Yankee Fork,2016,351,36
Chinook salmon,Upper Salmon River,Yankee Fork,2017,24,12
Chinook salmon,Upper Salmon River,Yankee Fork,2018,10,16
Chinook salmon,Upper Salmon River,Yankee Fork,2019,2,11
Chinook salmon,Upper Salmon River,Yankee Fork,2020,8,20
Chinook salmon,Upper Salmon River,Yankee Fork,2021,4,13
Chinook salmon,Upper Salmon River,Yankee Fork,2022,50,30
Chinook salmon,Upper Salmon River,Yankee Fork,2023,8,13
Chinook salmon,Upper Salmon River,Yankee Fork,2024,8,17
Chinook salmon,Upper Salmon River,Yankee Fork,2012,296,185
Chinook salmon,Upper Salmon River,Yankee Fork,2013,287,142
Chinook salmon,Upper Salmon River,Yankee Fork,2014,204,244
Chinook salmon,Upper Salmon River,Yankee Fork,2015,119,153
Chinook salmon,Upper Salmon River,Yankee Fork,2016,118,114
Chinook salmon,Upper Salmon River,Yankee Fork,2017,44,37
Chinook salmon,Upper Salmon River,Yankee Fork,2018,79,50
Chinook salmon,Upper Salmon River,Yankee Fork,2019,28,33
Chinook salmon,Upper Salmon River,Yankee Fork,2021,35,41
Chinook salmon,Upper Salmon River,Yankee Fork,2022,35,95
Chinook salmon,Upper Salmon River,Yankee Fork,2023,37,42
Chinook salmon,Upper Salmon River,Yankee Fork,2024,44,52
Chinook salmon,Wet Clearwater,Lochsa River,2017,573,280
Chinook salmon,Wet Clearwater,Lochsa River,2018,298,295
Chinook salmon,Wet Clearwater,Lochsa River,2019,135,194
Chinook salmon,Wet Clearwater,Lochsa River,2021,227,249
Chinook salmon,Wet Clearwater,Lochsa River,2022,387,466
Chinook salmon,Wet Clearwater,Lochsa River,2023,245,209
Chinook salmon,Wet Clearwater,Lochsa River,2024,176,230
Chinook salmon,Wet Clearwater,Lolo Creek,2012,312,275
Chinook salmon,Wet Clearwater,Lolo Creek,2013,182,191
Chinook salmon,Wet Clearwater,Lolo Creek,2014,137,257
Chinook salmon,Wet Clearwater,Lolo Creek,2015,231,198
Chinook salmon,Wet Clearwater,Lolo Creek,2016,260,182
Chinook salmon,Wet Clearwater,Lolo Creek,2017,34,56
Chinook salmon,Wet Clearwater,Lolo Creek,2018,41,59
Chinook salmon,Wet Clearwater,Lolo Creek,2019,67,39
Chinook salmon,Wet Clearwater,Lolo Creek,2021,60,50
Chinook salmon,Wet Clearwater,Lolo Creek,2022,89,93
Chinook salmon,Wet Clearwater,Lolo Creek,2023,44,42
Chinook salmon,Wet Clearwater,Lolo Creek,2024,46,46
Chinook salmon,Dry Clearwater,Upper South Fork Clearwater,2010,NA,1233
Chinook salmon,Dry Clearwater,Upper South Fork Clearwater,2011,NA,1204
Chinook salmon,Dry Clearwater,Upper South Fork Clearwater,2020,NA,221
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2010,NA,105
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2020,NA,39
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2010,NA,425
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2011,NA,551
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2012,NA,397
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2013,NA,282
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2014,NA,480
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2020,NA,159
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2010,NA,112
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2011,NA,145
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2012,NA,104
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2013,NA,74
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2014,NA,126
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2015,NA,88
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2016,NA,86
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2017,NA,28
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2020,NA,42
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,2010,NA,991
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,2020,NA,371
Chinook salmon,Grande Ronde / Imnaha,Lookingglass Creek,2020,NA,66
Chinook salmon,Grande Ronde / Imnaha,Wallowa/Lostine Rivers,2024,NA,305
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2010,NA,548
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2011,NA,710
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2012,NA,512
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2013,NA,364
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2014,NA,618
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2015,NA,430
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2016,NA,420
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2017,NA,136
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2018,NA,130
Chinook salmon,Grande Ronde / Imnaha,Wenaha River,2020,NA,206
Chinook salmon,Lower Snake,Asotin Creek,2017,NA,1
Chinook salmon,Lower Snake,Asotin Creek,2018,NA,1
Chinook salmon,Lower Snake,Asotin Creek,2019,NA,0
Chinook salmon,Lower Snake,Asotin Creek,2020,NA,1
Chinook salmon,Lower Snake,Asotin Creek,2021,NA,0
Chinook salmon,Lower Snake,Asotin Creek,2022,NA,1
Chinook salmon,Lower Snake,Asotin Creek,2023,NA,0
Chinook salmon,Lower Snake,Asotin Creek,2024,NA,1
Chinook salmon,Lower Snake,Asotin Creek,2020,NA,5
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2010,NA,309
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2011,NA,318
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2012,NA,302
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2013,NA,233
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2014,NA,378
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2020,NA,105
Chinook salmon,Middle Fork Salmon River,Big Creek,2010,NA,1078
Chinook salmon,Middle Fork Salmon River,Big Creek,2011,NA,1112
Chinook salmon,Middle Fork Salmon River,Big Creek,2020,NA,367
Chinook salmon,South Fork Salmon River,East Fork South Fork Salmon River,2020,NA,401
Chinook salmon,South Fork Salmon River,Secesh River,2020,NA,454
Chinook salmon,South Fork Salmon River,South Fork Salmon River,2020,NA,582
Chinook salmon,Upper Salmon River,Lemhi River,2020,NA,191
Chinook salmon,Upper Salmon River,North Fork Salmon River,2010,NA,221
Chinook salmon,Upper Salmon River,North Fork Salmon River,2011,NA,266
Chinook salmon,Upper Salmon River,North Fork Salmon River,2012,NA,258
Chinook salmon,Upper Salmon River,North Fork Salmon River,2013,NA,198
Chinook salmon,Upper Salmon River,North Fork Salmon River,2014,NA,340
Chinook salmon,Upper Salmon River,North Fork Salmon River,2015,NA,213
Chinook salmon,Upper Salmon River,North Fork Salmon River,2020,NA,88
Chinook salmon,Upper Salmon River,North Fork Salmon River,2021,NA,57
Chinook salmon,Upper Salmon River,Panther Creek,2010,NA,533
Chinook salmon,Upper Salmon River,Panther Creek,2011,NA,641
Chinook salmon,Upper Salmon River,Panther Creek,2012,NA,623
Chinook salmon,Upper Salmon River,Panther Creek,2013,NA,478
Chinook salmon,Upper Salmon River,Panther Creek,2014,NA,820
Chinook salmon,Upper Salmon River,Panther Creek,2015,NA,515
Chinook salmon,Upper Salmon River,Panther Creek,2016,NA,383
Chinook salmon,Upper Salmon River,Panther Creek,2017,NA,125
Chinook salmon,Upper Salmon River,Panther Creek,2020,NA,213
Chinook salmon,Upper Salmon River,Valley Creek,2020,NA,158
Chinook salmon,Upper Salmon River,Yankee Fork,2010,NA,158
Chinook salmon,Upper Salmon River,Yankee Fork,2011,NA,190
Chinook salmon,Upper Salmon River,Yankee Fork,2020,NA,63
Chinook salmon,Wet Clearwater,Lochsa River,2010,NA,1713
Chinook salmon,Wet Clearwater,Lochsa River,2011,NA,1664
Chinook salmon,Wet Clearwater,Lochsa River,2012,NA,1372
Chinook salmon,Wet Clearwater,Lochsa River,2013,NA,955
Chinook salmon,Wet Clearwater,Lochsa River,2014,NA,1286
Chinook salmon,Wet Clearwater,Lochsa River,2015,NA,988
Chinook salmon,Wet Clearwater,Lochsa River,2016,NA,907
Chinook salmon,Wet Clearwater,Lochsa River,2020,NA,335
Chinook salmon,Wet Clearwater,Lolo Creek,2010,NA,343
Chinook salmon,Wet Clearwater,Lolo Creek,2011,NA,333
Chinook salmon,Wet Clearwater,Lolo Creek,2020,NA,67
